customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST0551,Female,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card,76.37,176.01,No
CUST0552,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,90.23,995.9,Yes
CUST0553,Female,1,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,89.26,5302.07,No
CUST0554,Male,1,No,No,63,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.18,5596.08,No
CUST0555,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.16,1662.58,Yes
CUST0556,Female,0,Yes,No,44,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,68.42,3000.4,No
CUST0557,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,738.91,No
CUST0558,Female,1,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,82.24,828.52,Yes
CUST0559,Female,0,No,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,71.44,2325.13,No
CUST0560,Female,0,Yes,Yes,50,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,48.16,2405.23,No
CUST0561,Female,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,71.6,5024.9,Yes
CUST0562,Male,0,No,Yes,62,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,73.1,4526.82,No
CUST0563,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.26,297.07,No
CUST0564,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,51.61,954.73,No
CUST0565,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer,83.09,2677.14,No
CUST0566,Male,1,No,No,11,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,89.05,953.52,No
CUST0567,Male,1,Yes,No,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.88,2650.61,Yes
CUST0568,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,87.02,87.02,No
CUST0569,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,108.77,992.56,Yes
CUST0570,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,104.32,424.17,Yes
CUST0571,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,60.39,1348.33,Yes
CUST0572,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,40.09,2196.8,No
CUST0573,Male,1,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,73.2,928.48,No
CUST0574,Male,0,No,No,72,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,83.46,6032.09,No
CUST0575,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,125.0,2486.16,Yes
CUST0576,Male,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,75.92,308.34,Yes
CUST0577,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,58.26,1417.75,No
CUST0578,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,38.13,2044.77,No
CUST0579,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.04,705.55,Yes
CUST0580,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.77,304.71,No
CUST0581,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,109.35,6800.06,No
CUST0582,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,70.43,2970.21,No
CUST0583,Male,1,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,85.67,2127.77,Yes
CUST0584,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,99.41,5463.27,No
CUST0585,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,37.39,2324.35,No
CUST0586,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,35.88,903.65,No
CUST0587,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,86.67,3570.24,No
CUST0588,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,94.68,121.1,No
CUST0589,Female,0,No,No,23,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,91.51,2086.69,Yes
CUST0590,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,86.97,3730.37,No
CUST0591,Female,0,Yes,No,15,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer,33.48,505.74,No
CUST0592,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.33,6250.72,No
CUST0593,Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,76.36,5333.82,No
CUST0594,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,39.66,785.44,No
CUST0595,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.92,1750.75,No
CUST0596,Female,1,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,89.63,1250.9,Yes
CUST0597,Female,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,53.29,1974.56,No
CUST0598,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.95,185.07,No
CUST0599,Female,0,Yes,Yes,29,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer,90.01,2629.6,No
CUST0600,Female,0,No,Yes,40,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer,54.55,2168.09,No
